text,hashtag,sentiment,sentiment_score
come ladies man adventure today loyalty,adventure,Neutral,0.0
delve world entertaining maniacal must face see bear fruit second installment astral series fantasy series action adventure,adventure,Positive,0.19999999999999998
reader favorite sure check mountain light mark library fantasy adventure via,adventure,Positive,0.4666666666666666
outdoor beyond classroom inspire curiosity resilience create lifelong resilience adventure,adventure,Negative,-0.1
win giveaway adventure,adventure,Positive,0.8
new release gemma tangling crazy even swat comedy romance action adventure,adventure,Negative,-0.12121212121212122
everything sun first book astral kingdom epic fantasy series like lighthearted adventure delightful excitement love series fantasy adventure,adventure,Positive,0.4625
experience hike guide seasoned weve got covered ultimate waterfall adventure,adventure,Positive,0.125
walk airdrop giveaway adventure running,adventure,Neutral,0.0
today part nine shining spotlight adventure mystery,adventure,Neutral,0.0
couple much adopt orphan filled suspense life war adventure thriller suspense,adventure,Positive,0.30000000000000004
death stranding cut available apple death stranding cut apple mac chips courier delivery adventure gaming,adventure,Positive,0.4
next couple former going taking share recent adventure sally find head information,adventure,Neutral,0.0
gargoyle gender switcher two enhanced meet trying find reason condition heartbreaking also deadly humor adventure romance booklover,adventure,Negative,-0.2
road respect intense action game joey taking dangerous make action adventure,adventure,Negative,-0.12
guide find top essential ultimate adventure adventure,adventure,Positive,0.16666666666666666
stability control even winter true adventurer right vehicle adventure,adventure,Positive,0.31785714285714284
bit backside immediately opening mouth lethal company adventure watch live horror survival gaming,adventure,Positive,0.13636363636363635
peep awesome preview action superhero page wont stop action adventure,adventure,Positive,0.4000000000000001
good morning world today amazing episode save share get loud radio music,music,Positive,0.46666666666666673
live rap music,music,Positive,0.13636363636363635
somebody fun last fun singing one music life fun dance,music,Positive,0.22499999999999998
today want share process creation first work soon able purchase also able listen various streaming music,music,Positive,0.3125
ready turn musical cinematic reality look wasp video transform visually stunning music artist,music,Positive,0.175
guitar guitarist music musician singer fashion rock,music,Neutral,0.0
mood sad music team,music,Negative,-0.5
dropping soon highlight public viral rap music,music,Neutral,0.0
controversy embracing authenticity rap music,music,Neutral,0.0
gun announce additional intimate rock music tour,music,Positive,0.2
live twitch music block radio,music,Positive,0.13636363636363635
frank carter dark rainbow music rock,music,Negative,-0.15
hello beautiful tonight tell poet tell singer tell rapper producer going tonight poetry rap music open set reminder upcoming space,music,Positive,0.425
ber das feat umbrella top music hit,music,Positive,0.5
gilbert wealth knowledge pretty good guitar player well guitar musician guitarist music,music,Positive,0.475
bed breakfast man madness tone music punk soul,music,Neutral,0.0
rap music rapper art make via,music,Neutral,0.0
get affordable music artist,music,Neutral,0.0
new video morning music violin cello piano percussion japan,music,Positive,0.13636363636363635
year anniversary today first support would huge help could subscribe channel music,music,Positive,0.32500000000000007
coming soon day brand new two song release supplement visit musical health store nourishment music,music,Positive,0.06818181818181818
along watchtower bob cover music guitar,music,Neutral,0.0
romance like comes life book music rhapsody album,music,Neutral,0.0
music bolero pop live cover viral,music,Positive,0.13636363636363635
check top premium odd dogs drive made video animation link top music,music,Positive,0.2777777777777778
distillery club house live music party acid,music,Positive,0.13636363636363635
raw sessions listen music,music,Negative,-0.23076923076923078
waiting guide come reveal keep inside step kiss circus singer metal singer music,music,Neutral,0.0
twice got teaser music,music,Neutral,0.0
writing experimental album love music keep rocking music remake cover,music,Positive,0.3
single coming soon music,music,Negative,-0.07142857142857142
catch palladium get rave music dance concert,music,Neutral,0.0
north forty upcoming pigskin party big game music,music,Negative,-0.2
big poppa really got hear remix remix love queen king music,music,Positive,0.2333333333333333
composer score process overall experience working film composer music film,music,Neutral,0.0
watch whole video listen whole song channel bolero music,music,Positive,0.2
last days winter sale vintage vinyl keep grooving groove vinyl vintage promotion sale music,music,Neutral,0.0
surround successful positive people believe enjoy life always surrounded people like people nice conversation many positive think business music quote,music,Positive,0.45075757575757575
song day wishing happy birthday music legend,music,Positive,0.8
still loving chart promise rug project music,music,Positive,0.6
new music soon stay connected jay connected track,music,Positive,0.13636363636363635
tonight cover link music pop,music,Neutral,0.0
artist painter art portrait musician country music love,music,Positive,0.5
raw rehearsal wrong joe via music band faithful,music,Negative,-0.3653846153846154
love get good news music soccer rock,music,Positive,0.6
holiday god bless child jazz music,music,Neutral,0.0
ill show better tell music musician,music,Neutral,0.0
franklin make feel like natural woman soul classic music soul jazz,music,Positive,0.13333333333333333
stolen eric bill jazz music,music,Neutral,0.0
global hit thanks recent sign stay informed music innovation,music,Positive,0.06666666666666667
new music alert artist rapper viral,music,Positive,0.13636363636363635
guitar hobby short video perfection imperfection second video listen watch carefully dont hate performance music,music,Negative,-0.225
deeply distressing depressing surprising still situation today misogyny music introduce brilliant industry ago subject,music,Positive,0.16666666666666669
happy dad official music video via music underground,music,Positive,0.8
alec benjamin pick music,music,Neutral,0.0
imaginative holiday adventure magic giving author fiction fantasy creativity imagination animation music rhyme holiday,music,Positive,0.55
blessed covered grace god listen earphone music beat sing manifestation,music,Neutral,0.0
music dope fire dope,music,Neutral,0.0
business side music industry pac special part able fluctuate two sides wild one compassionate one full episode music,music,Positive,0.3267857142857143
music big red machine renegade feat swift official music video renegade music song smile love,music,Positive,0.2
ready take game next level check today music artist,music,Negative,-0.06666666666666667
japan world music,music,Neutral,0.0
custom cover art made customer tap need anything today music rap design cover art,music,Neutral,0.0
let help passion air beauty fashion fragrance jewelry electronics furniture travel music media visit link picture credit,music,Neutral,0.0
join anime manga music,music,Neutral,0.0
thanks guitar guitarist music musician singer rock fashion,music,Positive,0.2
going crazy ready share day cant wait hear keeping grooving right music,music,Negative,-0.03809523809523809
